id,sentence,meaning,created_at,updated_at,word_id,language,category_id
449,事故で電車が遅れた。,The train was delayed due to an accident.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,350,ja,82
450,会員だけが入れる場所だ。,It is a place only members can enter.,2026-07-11T13:25:50.613745+00:00,2026-07-11T13:25:50.613745+00:00,271,ja,
451,チームが勝利を収めた。,The team achieved victory.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,367,ja,69
452,家族で商売をしている。,My family runs a business.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,356,ja,48
453,係の人を呼んでください。,Please call the person in charge.,2026-07-11T13:25:50.613745+00:00,2026-07-11T13:25:50.613745+00:00,343,ja,
454,もう限界だと思った。,I thought I had reached my limit.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,273,ja,55
455,午後三時に乗船する。,Board the ship at 3pm.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,243,ja,39
456,予算内でおさめる。,Keep within the budget.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,237,ja,48
457,名刺を交換する。,Exchange business cards.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,358,ja,48
458,大学で単位を取得した。,I earned credits at university.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,280,ja,44
459,体力の限界を感じた。,I felt the limit of my physical strength.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,273,ja,69
460,勝利の喜びを全員で分かち合った。,Everyone shared the joy of victory.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,367,ja,69
461,文化交流のイベントに参加した。,I participated in a cultural exchange event.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,351,ja,52
462,頂上からの眺めは素晴らしい。,The view from the top is wonderful.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,344,ja,34
463,太陽の光が眩しい。,The sunlight is dazzling.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,336,ja,34
464,陛下にご挨拶申し上げた。,I offered my greetings to His Majesty.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,259,ja,81
465,外国人との交流が楽しい。,Interacting with foreigners is enjoyable.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,351,ja,52
466,転んで腕を骨折した。,I fell and broke my arm.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,299,ja,79
467,バターの代わりにオリーブ油を使った。,I used olive oil instead of butter.,2026-07-11T13:25:50.613745+00:00,2026-07-11T13:25:50.613745+00:00,245,ja,
468,この値段は元の三倍だ。,This price is three times the original.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,247,ja,50
469,転んで膝に傷ができた。,I fell and got a wound on my knee.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,338,ja,17
470,費用を均等に分ける。,We split costs equally.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,414,ja,50
471,有害物質を除去する。,To remove harmful substances.,2026-07-11T13:25:50.613745+00:00,2026-07-11T13:25:50.613745+00:00,318,ja,
472,交通事故が起きた。,A traffic accident occurred.,2026-07-11T13:25:50.613745+00:00,2026-07-11T13:25:50.613745+00:00,350,ja,
473,地域の住民が集まった。,Local residents gathered.,2026-07-11T13:25:50.613745+00:00,2026-07-11T13:25:50.613745+00:00,249,ja,
474,今回の旅行は楽しかった。,This trip was fun.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,265,ja,39
475,善と悪の区別をする。,I distinguish between good and evil.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,335,ja,57
476,革新的なアイデアが必要だ。,Innovative ideas are necessary.,2026-07-11T13:25:50.613745+00:00,2026-07-11T13:25:50.613745+00:00,287,ja,
477,公共交通機関を利用して通勤する。,Commute using public transportation.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,366,ja,82
478,松尾芭蕉は有名な俳句の詩人だ。,Matsuo Basho is a famous haiku poet.,2026-07-11T13:25:50.613745+00:00,2026-07-11T13:25:50.613745+00:00,360,ja,
479,価格が上がった。,The price went up.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,266,ja,50
480,制服を着た警察官が立っている。,A uniformed police officer is standing there.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,276,ja,81
481,彼は命がけで戦った。,He fought with his life on the line.,2026-07-11T13:25:50.613745+00:00,2026-07-11T13:25:50.613745+00:00,359,ja,
482,毎朝化粧をする。,I put on makeup every morning.,2026-07-11T13:25:50.613745+00:00,2026-07-11T13:25:50.613745+00:00,341,ja,
483,事務所で書類を作成した。,I prepared documents at the office.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,239,ja,48
484,同時通訳をする。,Do simultaneous interpretation.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,236,ja,52
485,全員集合してください。,Everyone please assemble.,2026-07-11T13:25:50.613745+00:00,2026-07-11T13:25:50.613745+00:00,295,ja,
486,産業革命が社会を変えた。,The Industrial Revolution changed society.,2026-07-11T13:25:50.613745+00:00,2026-07-11T13:25:50.613745+00:00,230,ja,
487,山の頂上に登った。,I climbed to the summit of the mountain.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,344,ja,39
488,さまざまな分野で研究する。,Research in various fields.,2026-07-11T13:25:50.613745+00:00,2026-07-11T13:25:50.613745+00:00,235,ja,
489,受付時間は九時から五時です。,Reception hours are from 9 to 5.,2026-07-11T13:25:50.613745+00:00,2026-07-11T13:25:50.613745+00:00,260,ja,
490,均等な機会を与える。,We give equal opportunities.,2026-07-11T13:25:50.613745+00:00,2026-07-11T13:25:50.613745+00:00,414,ja,
491,会議で新しい案を発表した。,I presented a new proposal at the meeting.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,286,ja,48
492,会社の位置を教えてください。,Please tell me the location of the company.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,301,ja,41
493,伊豆半島に旅行した。,I traveled to the Izu Peninsula.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,232,ja,39
494,地元チームを応援する。,Support the local team.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,363,ja,69
495,予算以内に収めた。,I kept it within budget.,2026-07-11T13:25:50.613745+00:00,2026-07-11T13:25:50.613745+00:00,361,ja,
496,この薬の使用方法を読んでください。,Please read the instructions for using this medicine.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,279,ja,78
497,地元のスーパーで買い物する。,Shop at the local supermarket.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,363,ja,72
498,このジムの会員になった。,I became a member of this gym.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,271,ja,69
499,明日は小学校の入学式だ。,Tomorrow is the elementary school entrance ceremony.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,264,ja,44
500,二つを区別するのは難しい。,It is difficult to distinguish between the two.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,335,ja,65
501,あの医院は評判がいい。,That clinic has a good reputation.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,296,ja,79
502,俳句を作るのが趣味だ。,My hobby is composing haiku.,2026-07-11T13:25:50.613745+00:00,2026-07-11T13:25:50.613745+00:00,360,ja,
503,申請件数を確認する。,I check the number of applications.,2026-07-11T13:25:50.613745+00:00,2026-07-11T13:25:50.613745+00:00,309,ja,
504,失敗を反省して次に生かす。,I reflect on my failure and use it for the future.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,225,ja,57
505,来月九州に旅行する予定だ。,I plan to travel to Kyushu next month.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,282,ja,39
506,プログラミング入門の本を読む。,Read an introduction to programming book.,2026-07-11T13:25:50.613745+00:00,2026-07-11T13:25:50.613745+00:00,233,ja,
507,万年筆で手紙を書く。,Write a letter with a fountain pen.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,323,ja,52
508,列に並んでください。,Please get in line.,2026-07-11T13:25:50.613745+00:00,2026-07-11T13:25:50.613745+00:00,248,ja,
509,社会的地位が重要だと思う人もいる。,Some people think social status is important.,2026-07-11T13:25:50.613745+00:00,2026-07-11T13:25:50.613745+00:00,238,ja,
510,この地区は住みやすい。,This district is easy to live in.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,328,ja,84
511,この地域は静かだ。,This area is quiet.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,274,ja,84
512,共同研究を行っている。,We are conducting collaborative research.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,257,ja,48
513,九州は温泉が有名だ。,Kyushu is famous for hot springs.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,282,ja,39
514,彼は人気俳優になった。,He became a popular actor.,2026-07-11T13:25:50.613745+00:00,2026-07-11T13:25:50.613745+00:00,278,ja,
515,身体障害を持つ人を支援する。,To support people with physical disabilities.,2026-07-11T13:25:50.613745+00:00,2026-07-11T13:25:50.613745+00:00,221,ja,
516,両方とも好きです。,I like both of them.,2026-07-11T13:25:50.613745+00:00,2026-07-11T13:25:50.613745+00:00,364,ja,
517,不幸な出来事が起きた。,An unfortunate event occurred.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,362,ja,55
518,深く呼吸する。,To breathe deeply.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,262,ja,17
519,共通の話題で盛り上がった。,We got excited about a shared topic.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,234,ja,52
520,国際交流をする。,Have international exchange.,2026-07-11T13:25:50.613745+00:00,2026-07-11T13:25:50.613745+00:00,319,ja,
521,専門の領域を広げる。,To expand one's area of expertise.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,355,ja,48
522,この絵には価値がある。,This painting has value.,2026-07-11T13:25:50.613745+00:00,2026-07-11T13:25:50.613745+00:00,285,ja,
523,予算を決める。,Determine the budget.,2026-07-11T13:25:50.613745+00:00,2026-07-11T13:25:50.613745+00:00,237,ja,
524,この本を参考にする。,Use this book as a reference.,2026-07-11T13:25:50.613745+00:00,2026-07-11T13:25:50.613745+00:00,327,ja,
525,他人に頼りすぎないようにしている。,I try not to rely too much on others.,2026-07-11T13:25:50.613745+00:00,2026-07-11T13:25:50.613745+00:00,252,ja,
526,それ以来、会っていない。,I haven't seen them since then.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,340,ja,6
527,図書館を利用する。,Use the library.,2026-07-11T13:25:50.613745+00:00,2026-07-11T13:25:50.613745+00:00,366,ja,
528,受付係に案内してもらった。,I was guided by the reception staff.,2026-07-11T13:25:50.613745+00:00,2026-07-11T13:25:50.613745+00:00,343,ja,
529,学生割引で映画を見る。,To watch a movie with a student discount.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,3,ja,50
530,回答をまとめる。,Compile the answers.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,231,ja,57
531,呼吸が苦しい。,My breathing is difficult.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,262,ja,17
532,国内の市場が成長している。,The domestic market is growing.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,352,ja,48
533,部屋に光が差し込む。,Light streams into the room.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,336,ja,28
534,営業部に配属された。,I was assigned to the sales department.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,227,ja,48
535,障害物の除去作業を行う。,To carry out obstacle removal work.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,318,ja,48
536,彼女は不幸な人生を送った。,She lived an unhappy life.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,362,ja,55
537,先頭に立つ。,Stand at the front.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,246,ja,41
538,商品の品質を確認した。,I checked the quality of the product.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,310,ja,48
539,化学は得意な科目です。,Chemistry is my strong subject.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,277,ja,44
540,子供の笑顔が喜びだ。,My child's smile is my joy.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,281,ja,28
541,この皿には傷がある。,This plate has a scratch.,2026-07-11T13:25:50.613745+00:00,2026-07-11T13:25:50.613745+00:00,338,ja,
542,原因が分からない。,I don't know the cause.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,293,ja,57
543,食品を加工した。,I processed food.,2026-07-11T13:25:50.613745+00:00,2026-07-11T13:25:50.613745+00:00,313,ja,
544,戦争で難民が生まれた。,Refugees were created by the war.,2026-07-11T13:25:50.613745+00:00,2026-07-11T13:25:50.613745+00:00,302,ja,
545,以前ここに住んでいた。,I used to live here before.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,240,ja,28
546,地域の人々と協力する。,To cooperate with people in the area.,2026-07-11T13:25:50.613745+00:00,2026-07-11T13:25:50.613745+00:00,274,ja,
547,合格の喜びを感じた。,I felt the joy of passing.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,281,ja,55
548,午後に会議がある。,There is a meeting in the afternoon.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,286,ja,48
549,古典文学を学ぶ。,Study classical literature.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,222,ja,44
550,卒業以来初めて会った。,I met them for the first time since graduation.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,340,ja,6
551,列車が定刻に到着した。,The train arrived on time.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,312,ja,82
552,小さな商店を経営している。,I run a small shop.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,332,ja,48
553,本日は営業しています。,We are open for business today.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,227,ja,48
554,初対面の印象が大切だ。,First impressions are important.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,307,ja,52
555,彼は有名な作家だ。,He is a famous author.,2026-07-11T13:25:50.613745+00:00,2026-07-11T13:25:50.613745+00:00,349,ja,
556,日本語では主語が省略されることがある。,"In Japanese, the subject can sometimes be omitted.",2026-07-11T13:25:50.613745+00:00,2026-07-11T13:25:50.613745+00:00,334,ja,
557,技術の革新が進んでいる。,Technological innovation is advancing.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,287,ja,48
558,フランス革命は1789年に起きた。,The French Revolution occurred in 1789.,2026-07-11T13:25:50.613745+00:00,2026-07-11T13:25:50.613745+00:00,230,ja,
559,公式の発表を待つ。,Wait for the official announcement.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,297,ja,52
560,乗り換えなしで行けますか。,Can I get there without transferring?,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,13,ja,82
561,日本語入門クラスに入った。,I joined a beginner Japanese class.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,233,ja,44
562,書類を印刷した。,I printed the documents.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,250,ja,48
563,作家になるのが夢だ。,My dream is to become a writer.,2026-07-11T13:25:50.613745+00:00,2026-07-11T13:25:50.613745+00:00,349,ja,
564,近所の商店街を歩いた。,I walked through the local shopping district.,2026-07-11T13:25:50.613745+00:00,2026-07-11T13:25:50.613745+00:00,332,ja,
565,渋谷地区の開発が進んでいる。,Development in the Shibuya area is progressing.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,328,ja,84
566,他人のことに口を出さない。,I don't interfere in other people's business.,2026-07-11T13:25:50.613745+00:00,2026-07-11T13:25:50.613745+00:00,252,ja,
567,この商品は10%割引だ。,This product is 10% off.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,3,ja,50
568,この半島は観光地として有名だ。,This peninsula is famous as a tourist destination.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,232,ja,39
569,友人と同居することにした。,I decided to live together with my friend.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,333,ja,28
570,到着時間は午後三時だ。,The arrival time is 3 PM.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,329,ja,6
571,受付で名前を記入した。,I wrote my name at the reception desk.,2026-07-11T13:25:50.613745+00:00,2026-07-11T13:25:50.613745+00:00,260,ja,
572,問題解決の障害になる。,To become an obstacle to solving the problem.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,221,ja,57
573,事故の原因を調べる。,Investigate the cause of the accident.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,293,ja,57
574,電車が到着した。,The train arrived.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,329,ja,82
575,不思議な事件が起きた。,A strange incident occurred.,2026-07-11T13:25:50.613745+00:00,2026-07-11T13:25:50.613745+00:00,255,ja,
576,壊れた部品を交換する。,Replace the broken part.,2026-07-11T13:25:50.613745+00:00,2026-07-11T13:25:50.613745+00:00,358,ja,
577,薬に反応した。,I reacted to the medicine.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,365,ja,79
578,住民票を取りに行った。,I went to get my resident registration card.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,249,ja,81
579,三日以内に返事をください。,Please reply within three days.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,361,ja,6
580,骨折の治療に時間がかかる。,Treatment for a bone fracture takes time.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,299,ja,79
581,専門の分野で活躍する。,Work actively in one's specialized field.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,235,ja,48
582,難民を受け入れる国が増えた。,The number of countries accepting refugees has increased.,2026-07-11T13:25:50.613745+00:00,2026-07-11T13:25:50.613745+00:00,302,ja,
583,良い印象を与えた。,I made a good impression.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,307,ja,52
584,この建物は十九世紀に建てられた。,This building was built in the 19th century.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,321,ja,6
585,貴重な体験をした。,I had a valuable experience.,2026-07-11T13:25:50.613745+00:00,2026-07-11T13:25:50.613745+00:00,347,ja,
586,少し休息を取りましょう。,Let's take a short break.,2026-07-11T13:25:50.613745+00:00,2026-07-11T13:25:50.613745+00:00,269,ja,
587,入学式で校長先生が話した。,The principal spoke at the entrance ceremony.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,264,ja,44
588,先生に世話になった。,I received a lot of help from my teacher.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,311,ja,44
589,親と同居している。,I live with my parents.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,333,ja,28
590,国際的な問題を話し合う。,Discuss international issues.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,319,ja,52
591,近くの医院で風邪を診てもらった。,I had my cold treated at a nearby clinic.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,296,ja,79
592,大学受験のために勉強している。,I am studying for university entrance exams.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,294,ja,44
593,化学の実験が面白かった。,The chemistry experiment was interesting.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,277,ja,44
594,学校の代表として発表した。,I presented as the school's representative.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,258,ja,44
595,国内旅行を楽しむ。,Enjoy domestic travel.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,352,ja,39
596,夜行列車で旅をした。,I traveled on a night train.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,312,ja,39
597,事務所に電話した。,I called the office.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,239,ja,48
598,彼の代わりに会議に出席した。,I attended the meeting in his place.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,245,ja,48
599,二つの仕事を同時にする。,Do two jobs at the same time.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,236,ja,48
600,許可なく使用してはいけない。,You must not use it without permission.,2026-07-11T13:25:50.613745+00:00,2026-07-11T13:25:50.613745+00:00,279,ja,
601,映画館の前に長い列ができた。,A long line formed in front of the cinema.,2026-07-11T13:25:50.613745+00:00,2026-07-11T13:25:50.613745+00:00,248,ja,
602,二人には共通の趣味がある。,The two have a common hobby.,2026-07-11T13:25:50.613745+00:00,2026-07-11T13:25:50.613745+00:00,234,ja,
603,子どもの世話をする。,I take care of the children.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,311,ja,28
604,商売がうまくいっている。,Business is going well.,2026-07-11T13:25:50.613745+00:00,2026-08-29T05:35:26.246638+00:00,356,ja,48
605,選挙で投票した。,I voted in the election.,2026-07-11T13:28:54.148165+00:00,2026-08-29T05:35:26.246638+00:00,385,ja,81
606,故里が懐かしい。,I miss my hometown.,2026-07-11T13:28:54.148165+00:00,2026-08-29T05:35:26.246638+00:00,484,ja,55
607,車が故障した。,The car broke down.,2026-07-11T13:28:54.148165+00:00,2026-07-11T13:28:54.148165+00:00,478,ja,
608,庭園を散歩した。,I walked through the garden.,2026-07-11T13:28:54.148165+00:00,2026-07-11T13:28:54.148165+00:00,482,ja,
609,大声で話す。,Speak in a loud voice.,2026-07-11T13:28:54.148165+00:00,2026-08-29T05:35:26.246638+00:00,487,ja,52
610,人口が増加している。,The population is increasing.,2026-07-11T13:28:54.148165+00:00,2026-08-29T05:35:26.246638+00:00,491,ja,1
611,新しいアパートに家具を買った。,I bought furniture for my new apartment.,2026-07-11T13:28:54.148165+00:00,2026-08-29T05:35:26.246638+00:00,423,ja,77
612,委員会で話し合いが行われた。,A discussion was held at the committee.,2026-07-11T13:28:54.148165+00:00,2026-08-29T05:35:26.246638+00:00,495,ja,48
613,家具の配置を変えた。,I rearranged the furniture.,2026-07-11T13:28:54.148165+00:00,2026-08-29T05:35:26.246638+00:00,423,ja,28
614,この製品には欠点がある。,This product has a defect.,2026-07-11T13:28:54.148165+00:00,2026-07-11T13:28:54.148165+00:00,465,ja,
615,弱点を克服する。,Overcome one's weaknesses.,2026-07-11T13:28:54.148165+00:00,2026-08-29T05:35:26.246638+00:00,394,ja,57
616,平等に扱われるべきだ。,Everyone should be treated equally.,2026-07-11T13:28:54.148165+00:00,2026-07-11T13:28:54.148165+00:00,437,ja,
617,みんなの期待に応えたい。,I want to live up to everyone's expectations.,2026-07-11T13:28:54.148165+00:00,2026-08-29T05:35:26.246638+00:00,376,ja,55
618,宇宙飛行士が宇宙へ旅立った。,The astronaut departed for outer space.,2026-07-11T13:28:54.148165+00:00,2026-07-11T13:28:54.148165+00:00,480,ja,
619,結果は努力次第だ。,The result depends on your effort.,2026-07-11T13:28:54.148165+00:00,2026-07-11T13:28:54.148165+00:00,399,ja,
620,専門家に相談する。,Consult a specialist.,2026-07-11T13:28:54.148165+00:00,2026-07-11T13:28:54.148165+00:00,446,ja,
621,国際的な基準に従う。,I follow international standards.,2026-07-11T13:28:54.148165+00:00,2026-08-29T05:35:26.246638+00:00,512,ja,48
622,温泉旅館に行きたい。,I want to go to a hot spring inn.,2026-07-11T13:28:54.148165+00:00,2026-08-29T05:35:26.246638+00:00,485,ja,39
623,ホテルに宿泊した。,I stayed at a hotel.,2026-07-11T13:28:54.148165+00:00,2026-08-29T05:35:26.246638+00:00,381,ja,39
624,長い旅の後、故里に戻った。,"After a long journey, I returned to my hometown.",2026-07-11T13:28:54.148165+00:00,2026-08-29T05:35:26.246638+00:00,484,ja,39
625,エレベーターが故障中だ。,The elevator is out of order.,2026-07-11T13:28:54.148165+00:00,2026-07-11T13:28:54.148165+00:00,478,ja,
626,桜の時期が来た。,Cherry blossom season has come.,2026-07-11T13:28:54.148165+00:00,2026-08-29T05:35:26.246638+00:00,468,ja,34
627,太平洋は世界最大の海洋だ。,The Pacific Ocean is the world's largest ocean.,2026-07-11T13:28:54.148165+00:00,2026-08-29T05:35:26.246638+00:00,403,ja,34
628,宿泊費を会社が負担した。,The company covered the accommodation costs.,2026-07-11T13:28:54.148165+00:00,2026-08-29T05:35:26.246638+00:00,381,ja,48
629,試験の結果に期待している。,I have high expectations for the test results.,2026-07-11T13:28:54.148165+00:00,2026-08-29T05:35:26.246638+00:00,376,ja,44
630,私の専門は化学だ。,My specialty is chemistry.,2026-07-11T13:28:54.148165+00:00,2026-08-29T05:35:26.246638+00:00,446,ja,44
631,ラジオの放送が始まった。,The radio broadcast started.,2026-07-11T13:28:54.148165+00:00,2026-08-29T05:35:26.246638+00:00,439,ja,52
632,試験の期間は一週間だ。,The exam period is one week.,2026-07-11T13:28:54.148165+00:00,2026-08-29T05:35:26.246638+00:00,431,ja,44
633,自分の欠点を直したい。,I want to fix my own shortcomings.,2026-07-11T13:28:54.148165+00:00,2026-08-29T05:35:26.246638+00:00,465,ja,57
634,宇宙には無数の星がある。,There are countless stars in the universe.,2026-07-11T13:28:54.148165+00:00,2026-08-29T05:35:26.246638+00:00,480,ja,34
635,失敗から教訓を得た。,I learned a lesson from failure.,2026-07-11T13:28:54.148165+00:00,2026-08-29T05:35:26.246638+00:00,397,ja,57
636,応用問題が解けない。,I can't solve applied problems.,2026-07-11T13:28:54.148165+00:00,2026-08-29T05:35:26.246638+00:00,466,ja,44
637,この調査の対象は学生だ。,The target of this survey is students.,2026-07-11T13:28:54.148165+00:00,2026-07-11T13:28:54.148165+00:00,470,ja,
638,北の方向に進む。,I head in the direction of north.,2026-07-11T13:28:54.148165+00:00,2026-08-29T05:35:26.246638+00:00,445,ja,41
639,日本刀は日本の伝統工芸品だ。,The Japanese sword is a traditional Japanese craft.,2026-07-11T13:28:54.148165+00:00,2026-07-11T13:28:54.148165+00:00,472,ja,
640,将来への希望がある。,I have hope for the future.,2026-07-11T13:28:54.148165+00:00,2026-08-29T05:35:26.246638+00:00,425,ja,55
641,最高の思い出になった。,It became my best memory.,2026-07-11T13:28:54.148165+00:00,2026-08-29T05:35:26.246638+00:00,402,ja,55
642,平等な社会を目指している。,We are aiming for an equal society.,2026-07-11T13:28:54.148165+00:00,2026-07-11T13:28:54.148165+00:00,437,ja,
